name,url
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=5&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=12&type=2
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=5&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=5&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=5&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=5&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=5&start=12&type=1
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=6&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=6&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=6&start=132&type=2
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=6&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=12&type=2
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=6&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=6&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=6&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=6&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=6&start=12&type=1
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=7&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=7&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=7&start=132&type=2
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=7&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=12&type=2
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=7&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=7&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=7&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=7&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=7&start=12&type=1
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=8&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=8&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=8&start=132&type=2
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=8&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=12&type=2
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=8&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=8&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=8&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=8&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=8&start=12&type=1
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=9&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=9&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=9&start=132&type=2
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=9&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=12&type=2
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=9&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=9&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=9&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=9&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=9&start=12&type=1
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=10&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=10&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=10&start=132&type=2
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=10&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=12&type=2
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=10&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=10&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=10&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=10&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=10&start=12&type=1
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=11&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=11&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=11&start=132&type=2
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=11&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=12&type=2
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=11&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=11&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=11&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=11&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=11&start=12&type=1
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=12&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=12&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=12&start=132&type=2
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=12&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=12&type=2
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=12&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=12&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=12&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=12&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=12&start=12&type=1
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=13&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=13&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=13&start=132&type=2
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=13&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=12&type=2
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=13&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=13&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=13&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=13&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=13&start=12&type=1
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=14&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=14&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=14&start=132&type=2
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=14&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=12&type=2
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=14&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=14&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=14&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=14&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=14&start=12&type=1
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=15&start=12&type=2
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=12&type=2
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=12&type=2
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=15&start=24&type=2
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=24&type=2
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=24&type=2
"12 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=15&start=132&type=2
"12 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=132&type=2
"12 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=132&type=2
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=15&start=12&type=2
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=12&type=2
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=12&type=2
"2 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=15&start=12&type=1
"2 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=12&type=1
"2 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=12&type=1
"3 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=15&start=24&type=1
"3 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=24&type=1
"3 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=24&type=1
"32 (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=15&start=372&type=1
"32 (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=372&type=1
"32 (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=372&type=1
"Next (Knowledge & Skills, Adaptive: Yes)",https://www.shl.com/products/product-catalog/?page=15&start=12&type=1
"Next (Knowledge & Skills, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=12&type=1
"Next (Personality & Behavior, Adaptive: No)",https://www.shl.com/products/product-catalog/?page=15&start=12&type=1
